,river,season,plot,subplot,width_m,area_sampled_subplot_m2,area_plot_m2,volume_m3,temp_C,pH,conductivity,TDS,salinity,flow_m_sec,depth_m,student_1,student_2,date,code,fish_number,host_common_name,host_species,sex,length_mm,wet_weight_g,dry_weight_g,nematode_sp1,eocolis_sp,clinostomum_marginatum,eustronglyoides_sp,leptorhynchoides_larval,neoechinorhynchus_larval,proteocephalus,bothriocephalus,Spathebothriidea,plagioporus,intestine,strigeoidae_larval,alloglossidium,Isoglaridacris,pilum_adult,Fessesentis_adult,crepidostomum_isostomum,crepidostomum_cooperi,Caecincola,acanthocephalus_sp,neoechinorhynchus_cristatus,triganodistomum,echinorhynchus_adult,camallanus_adult,leptorhynchoids_adult,rhabdochona,p_minimum,jelly_metacercariae,uvulifer_ambloplitis,conective_tissue,Trematode_sp1,Philonema,tapeworm_sp2,pomporhynchus_adult,Spinitectus,Raphidascaris,phyllodistomum,neoechinorhynchus_cylindratus_ad,allocreadium_commune,red_intestinal_nematode,leech
300,Passaic,winter,3,2,24.7,494,2539,187.72,3.4,7.47,740,543,387,2.75,0.38,chris_brianik,darrell_jones,3/5/17,PW32-BK-1,961,Banded killifish,Fundulus diaphanus,F,53.4,3.5,0.6473,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
301,Passaic,winter,3,2,24.7,494,2539,187.72,3.4,7.47,740,543,387,2.75,0.38,chris_brianik,darrell_jones,3/5/17,PW32-RB-1,962,Red breasted,Lepomis auritus,J,34.24,1.16,0.215,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Passaic,winter,3,3,25.9,518,2539,243.46,3.6,7.43,706,503,359,2.05,0.47,chris_brianik,darrell_jones,3/5/17,PW33-BK-1,963,Banded killifish,Fundulus diaphanus,J,36.86,1.06,0.137,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Passaic,winter,3,4,22.6,452,2539,257.64,3.4,7.3,706,507,356,3.1,0.57,chris_brianik,darrell_jones,3/5/17,PW34-BK-1,964,Banded killifish,Fundulus diaphanus,-,0,0.22,0.0506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Passaic,winter,3,4,22.6,452,2539,257.64,3.4,7.3,706,507,356,3.1,0.57,chris_brianik,darrell_jones,3/5/17,PW34-BK-2,965,Banded killifish,Fundulus diaphanus,J,44.29,1.32,0.2674,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
305,Passaic,winter,3,5,26.1,522,2539,245.34,3.1,7.27,710,208,359,2.85,0.47,chris_brianik,darrell_jones,3/5/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,Raritan,fall,1,1,9.2,184,946,60.72,5.6,8.34,444,316,223,3.725,0.33,chris_brianik,matt_brianik,10/30/16,R11-TD-1,1,tesellated darter,Etheostoma olmstedi_,F,49.24,1.26,0.1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Raritan,fall,1,1,9.2,184,946,60.72,5.6,8.34,444,316,223,3.725,0.33,chris_brianik,matt_brianik,10/30/16,R11-LN-1,2,longenose Dace,Rhinichthys cataractae,F,59.87,3.38,0.4642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Raritan,fall,1,1,9.2,184,946,60.72,5.6,8.34,444,316,223,3.725,0.33,chris_brianik,matt_brianik,10/30/16,R11-TD-2,3,tesellated darter,Etheostoma olmstedi_,J,43.35,0.851,0.1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Raritan,fall,1,1,9.2,184,946,60.72,5.6,8.34,444,316,223,3.725,0.33,chris_brianik,matt_brianik,10/30/16,R11-TD-3,4,tesellated darter,Etheostoma olmstedi_,F,37.06,0.65,0.0971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Raritan,fall,1,1,9.2,184,946,60.72,5.6,8.34,444,316,223,3.725,0.33,chris_brianik,matt_brianik,10/30/16,R11-TD-4,5,tesellated darter,Etheostoma olmstedi_,F,38.53,0.69,0.1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Raritan,fall,1,2,8.4,168,946,47.04,5.6,8.36,445,316,223,2.113,0.28,chris_brianik,matt_brianik,10/30/16,R12-TD-1,6,tesellated darter,Etheostoma olmstedi_,M,49.05,1.11,0.1915,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Raritan,fall,1,2,8.4,168,946,47.04,5.6,8.36,445,316,223,2.113,0.28,chris_brianik,matt_brianik,10/30/16,R12-TD-2,7,tesellated darter,Etheostoma olmstedi_,J,40.93,-,0.0904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Raritan,fall,1,3,10,200,946,40,5.8,8.35,442,313,221,2.7065,0.2,chris_brianik,matt_brianik,10/30/16,R13-Ln-1,8,longenose Dace,Rhinichthys cataractae,J,43.43,0.9,0.1577,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
314,Raritan,fall,1,3,10,200,946,40,5.8,8.35,442,313,221,2.7065,0.2,chris_brianik,matt_brianik,10/30/16,R13-LN-2,9,longenose Dace,Rhinichthys cataractae,J,34.7,0.5,0.0694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Raritan,fall,1,4,10.2,204,946,46.92,5.6,8.36,444,316,223,2.247,0.23,chris_brianik,matt_brianik,10/30/16,R14-TD-1,10,tesellated darter,Etheostoma olmstedi_,F,37.55,0.48,0.0761,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Raritan,fall,1,4,10.2,204,946,46.92,5.6,8.36,444,316,223,2.247,0.23,chris_brianik,matt_brianik,10/30/16,R14-TD-2,11,tesellated darter,Etheostoma olmstedi_,F,37.43,-,0.1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Raritan,fall,1,4,10.2,204,946,46.92,5.6,8.36,444,316,223,2.247,0.23,chris_brianik,matt_brianik,10/30/16,R14-LN-1,12,longenose Dace,Rhinichthys cataractae,F,63.98,2.94,0.2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Raritan,fall,1,5,9.5,190,946,41.8,5.2,8.34,444,315,223,3.1445,0.22,chris_brianik,matt_brianik,10/30/16,R15-LN-1,13,longenose Dace,Rhinichthys cataractae,J,32.87,0.5,0.0599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Raritan,fall,1,5,9.5,190,946,41.8,5.2,8.34,444,315,223,3.1445,0.22,chris_brianik,matt_brianik,10/30/16,R15-TD-1,14,tesellated darter,Etheostoma olmstedi_,J,37.05,0.53,0.0979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Raritan,fall,2,1,13.5,270,1370,86.4,7.9,8.57,435,308,222,2,0.32,chris_brianik,matt_brianik,10/30/16,R21-BG-1,15,bluegill,Lepomis macrochirus,J,33.55,0.86,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Raritan,fall,2,1,13.5,270,1370,86.4,7.9,8.57,435,308,222,2,0.32,chris_brianik,matt_brianik,10/30/16,R21-TD-1,16,tesellated darter,Etheostoma olmstedi_,F,43.65,0.92,0.1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Raritan,fall,2,1,13.5,270,1370,86.4,7.9,8.57,435,308,222,2,0.32,chris_brianik,matt_brianik,10/30/16,R21-TD-2,17,tesellated darter,Etheostoma olmstedi_,M,60.35,2.98,0.4245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Raritan,fall,2,2,12.9,258,1370,61.92,7.6,8.64,437,311,222,2.4,0.24,chris_brianik,matt_brianik,10/30/16,R22-FF-1,18,Fallfish,Semotilus corporalis,F,165.1,58.01,9.8312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,244,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Raritan,fall,2,2,12.9,258,1370,61.92,7.6,8.64,437,311,222,2.4,0.24,chris_brianik,matt_brianik,10/30/16,R22-WS-1,19,Whitesucker,Catostomus commersonii,J,70.17,7.01,1.2854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Raritan,fall,2,2,12.9,258,1370,61.92,7.6,8.64,437,311,222,2.4,0.24,chris_brianik,matt_brianik,10/30/16,R22-TD-1,20,tesellated darter,Etheostoma olmstedi_,M,59.03,2.15,0.3952,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Raritan,fall,2,2,12.9,258,1370,61.92,7.6,8.64,437,311,222,2.4,0.24,chris_brianik,matt_brianik,10/30/16,R22-WS-2,21,Whitesucker,Catostomus commersonii,J,74.17,5.95,2.0162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Raritan,fall,2,2,12.9,258,1370,61.92,7.6,8.64,437,311,222,2.4,0.24,chris_brianik,matt_brianik,10/30/16,R22-TD-2,22,tesellated darter,Etheostoma olmstedi_,F,48.13,1.26,0.2258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
328,Raritan,fall,2,2,12.9,258,1370,61.92,7.6,8.64,437,311,222,2.4,0.24,chris_brianik,matt_brianik,10/30/16,R22-LN-1,23,longenose Dace,Rhinichthys cataractae,F,42.4,1.19,0.1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Raritan,fall,2,3,13.5,270,1370,72.9,8.6,8.56,435,309,223,3.904,0.27,chris_brianik,matt_brianik,10/30/16,R23-TD-1,24,tesellated darter,Etheostoma olmstedi_,M,42.97,1.21,0.1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
330,Raritan,fall,2,3,13.5,270,1370,72.9,8.6,8.56,435,309,223,3.904,0.27,chris_brianik,matt_brianik,10/30/16,R23-TD-2,25,tesellated darter,Etheostoma olmstedi_,M,59.48,3.43,0.5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Raritan,fall,2,3,13.5,270,1370,72.9,8.6,8.56,435,309,223,3.904,0.27,chris_brianik,matt_brianik,10/30/16,R23-BG-1,26,bluegill,Lepomis macrochirus,J,34.93,1.14,0.1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Raritan,fall,2,3,13.5,270,1370,72.9,8.6,8.56,435,309,223,3.904,0.27,chris_brianik,matt_brianik,10/30/16,R23-TM-1,27,Tadpole madtom,Noturus gyrinus,J,37.9,0.89,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Raritan,fall,2,3,13.5,270,1370,72.9,8.6,8.56,435,309,223,3.904,0.27,chris_brianik,matt_brianik,10/30/16,R23-TD-3,28,tesellated darter,Etheostoma olmstedi_,F,38.21,1.27,0.1939,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0
334,Raritan,fall,2,3,13.5,270,1370,72.9,8.6,8.56,435,309,223,3.904,0.27,chris_brianik,matt_brianik,10/30/16,R23-TM-2,29,Tadpole madtom,Noturus gyrinus,J,43.81,1.25,0.1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Raritan,fall,2,3,13.5,270,1370,72.9,8.6,8.56,435,309,223,3.904,0.27,chris_brianik,matt_brianik,10/30/16,R23-TD-4,30,tesellated darter,Etheostoma olmstedi_,J,43.22,1.01,0.1601,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Raritan,fall,2,3,13.5,270,1370,72.9,8.6,8.56,435,309,223,3.904,0.27,chris_brianik,matt_brianik,10/30/16,R23-Tm-3,31,Tadpole madtom,Noturus gyrinus,J,35.7,0.87,0.0997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Raritan,fall,2,3,13.5,270,1370,72.9,8.6,8.56,435,309,223,3.904,0.27,chris_brianik,matt_brianik,10/30/16,R23-BG-2,32,bluegill,Lepomis macrochirus,J,29.7,0.93,0.1325,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
338,Raritan,fall,2,3,13.5,270,1370,72.9,8.6,8.56,435,309,223,3.904,0.27,chris_brianik,matt_brianik,10/30/16,R23-BG-3,33,bluegill,Lepomis macrochirus,J,40.48,1.59,0.2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Raritan,fall,2,4,14.8,296,1370,115.44,8.3,8.61,434,307,221,2.8725,0.39,chris_brianik,matt_brianik,10/30/16,R24-TD-1,34,tesellated darter,Etheostoma olmstedi_,F,53.65,2.83,0.5419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Raritan,fall,2,4,14.8,296,1370,115.44,8.3,8.61,434,307,221,2.8725,0.39,chris_brianik,matt_brianik,10/30/16,R24-TD-2,35,tesellated darter,Etheostoma olmstedi_,F,49.49,0.52,0.2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,60,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Raritan,fall,2,4,14.8,296,1370,115.44,8.3,8.61,434,307,221,2.8725,0.39,chris_brianik,matt_brianik,10/30/16,R24-TD-3,36,tesellated darter,Etheostoma olmstedi_,M,60.23,2.75,0.4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,20,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Raritan,fall,2,4,14.8,296,1370,115.44,8.3,8.61,434,307,221,2.8725,0.39,chris_brianik,matt_brianik,10/30/16,R24-TD-4,37,tesellated darter,Etheostoma olmstedi_,F,49.83,1.52,0.2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,57,34,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Raritan,fall,2,4,14.8,296,1370,115.44,8.3,8.61,434,307,221,2.8725,0.39,chris_brianik,matt_brianik,10/30/16,R24-BG-1,38,bluegill,Lepomis macrochirus,J,36.81,1.52,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Raritan,fall,2,4,14.8,296,1370,115.44,8.3,8.61,434,307,221,2.8725,0.39,chris_brianik,matt_brianik,10/30/16,R24-TD-5,39,tesellated darter,Etheostoma olmstedi_,M,53.78,2.05,0.3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Raritan,fall,2,4,14.8,296,1370,115.44,8.3,8.61,434,307,221,2.8725,0.39,chris_brianik,matt_brianik,10/30/16,R24-SM-1,40,Smallmouth bass,Micropterus dolomieu,J,83.31,9.76,1.7578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,82,0,0,0,0,0,0,0,3,0,0,0,0,0,0
346,Raritan,fall,2,4,14.8,296,1370,115.44,8.3,8.61,434,307,221,2.8725,0.39,chris_brianik,matt_brianik,10/30/16,R24-SF-1,41,spotfin shiner,Cyprinella spiloptera,F,50.7,2.31,0.4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Raritan,fall,2,4,14.8,296,1370,115.44,8.3,8.61,434,307,221,2.8725,0.39,chris_brianik,matt_brianik,10/30/16,R24-BG-2,42,bluegill,Lepomis macrochirus,J,22.67,0.3,0.0523,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Raritan,fall,2,4,14.8,296,1370,115.44,8.3,8.61,434,307,221,2.8725,0.39,chris_brianik,matt_brianik,10/30/16,R24-PS-1,43,pumpkinseed,Lepomis gibbosus,F,32.25,1,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Raritan,fall,2,4,14.8,296,1370,115.44,8.3,8.61,434,307,221,2.8725,0.39,chris_brianik,matt_brianik,10/30/16,R24-BG-3,44,bluegill,Lepomis macrochirus,J,32.34,0.74,0.1252,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Raritan,fall,2,4,14.8,296,1370,115.44,8.3,8.61,434,307,221,2.8725,0.39,chris_brianik,matt_brianik,10/30/16,R24-PS-2,45,pumpkinseed,Lepomis gibbosus,M,41.58,2.08,0.3904,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Raritan,fall,2,4,14.8,296,1370,115.44,8.3,8.61,434,307,221,2.8725,0.39,chris_brianik,matt_brianik,10/30/16,R24-TD-6,46,tesellated darter,Etheostoma olmstedi_,M,40.01,1.26,0.2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0
352,Raritan,fall,2,5,13.8,276,1370,85.56,8.5,8.53,435,310,223,2.8755,0.31,chris_brianik,matt_brianik,10/30/16,R25-TD-1,47,tesellated darter,Etheostoma olmstedi_,F,37.84,0.94,0.1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Raritan,fall,2,5,13.8,276,1370,85.56,8.5,8.53,435,310,223,2.8755,0.31,chris_brianik,matt_brianik,10/30/16,R25-TD-2,48,tesellated darter,Etheostoma olmstedi_,F,56,1.86,0.3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,36,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Raritan,fall,2,5,13.8,276,1370,85.56,8.5,8.53,435,310,223,2.8755,0.31,chris_brianik,matt_brianik,10/30/16,R25-MM-1,49,Margined madtom,Noturus gyrinus,J,46.55,1.25,0.2016,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Raritan,fall,2,5,13.8,276,1370,85.56,8.5,8.53,435,310,223,2.8755,0.31,chris_brianik,matt_brianik,10/30/16,R25-BG-1,50,bluegill,Lepomis macrochirus,J,31.47,0.72,0.1311,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Raritan,fall,2,5,13.8,276,1370,85.56,8.5,8.53,435,310,223,2.8755,0.31,chris_brianik,matt_brianik,10/30/16,R25-RB-1,51,red breasted,Lepomis auritus,J,29.61,0.86,0.1323,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,Raritan,fall,3,1,23.4,468,2132,93.6,13.2,9.26,245,174,127,2.4745,0.2,chris_brianik,matt_brianik,10/30/16,R31-TD-1,52,tesellated darter,Etheostoma olmstedi_,F,37.95,0.65,0.0964,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Raritan,fall,3,1,23.4,468,2132,93.6,13.2,9.26,245,174,127,2.4745,0.2,chris_brianik,matt_brianik,10/30/16,R31-TD-2,53,tesellated darter,Etheostoma olmstedi_,F,36.83,0.74,0.1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
359,Raritan,fall,3,1,23.4,468,2132,93.6,13.2,9.26,245,174,127,2.4745,0.2,chris_brianik,matt_brianik,10/30/16,R31-TD-3,54,tesellated darter,Etheostoma olmstedi_,F,37.04,0.51,0.0887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Raritan,fall,3,1,23.4,468,2132,93.6,13.2,9.26,245,174,127,2.4745,0.2,chris_brianik,matt_brianik,10/30/16,R31-TD-4,55,tesellated darter,Etheostoma olmstedi_,F,39.5,0.87,0.1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Raritan,fall,3,1,23.4,468,2132,93.6,13.2,9.26,245,174,127,2.4745,0.2,chris_brianik,matt_brianik,10/30/16,R31-TD-5,56,tesellated darter,Etheostoma olmstedi_,F,36.62,0.88,0.1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Raritan,fall,3,1,23.4,468,2132,93.6,13.2,9.26,245,174,127,2.4745,0.2,chris_brianik,matt_brianik,10/30/16,R31-BN-1,57,blacknose dace,Rhinichthys atratulus,F,39.79,1.25,0.2041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Raritan,fall,3,1,23.4,468,2132,93.6,13.2,9.26,245,174,127,2.4745,0.2,chris_brianik,matt_brianik,10/30/16,R31-TD-6,58,tesellated darter,Etheostoma olmstedi_,J,39.68,0.82,0.1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Raritan,fall,3,1,23.4,468,2132,93.6,13.2,9.26,245,174,127,2.4745,0.2,chris_brianik,matt_brianik,10/30/16,R31-BK-15,59,banded killifish,Fundulus diaphanus,F,44.47,1.19,0.1586,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Raritan,fall,3,1,23.4,468,2132,93.6,13.2,9.26,245,174,127,2.4745,0.2,chris_brianik,matt_brianik,10/30/16,R31-Bk-16,60,banded killifish,Fundulus diaphanus,F,52.14,1.93,0.2584,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,Raritan,fall,3,1,23.4,468,2132,93.6,13.2,9.26,245,174,127,2.4745,0.2,chris_brianik,matt_brianik,10/30/16,R31-BK-1,61,banded killifish,Fundulus diaphanus,-,-,0.47,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Raritan,fall,3,1,23.4,468,2132,93.6,13.2,9.26,245,174,127,2.4745,0.2,chris_brianik,matt_brianik,10/30/16,R31-BK-2,62,banded killifish,Fundulus diaphanus,-,-,0.27,0.0609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Raritan,fall,3,1,23.4,468,2132,93.6,13.2,9.26,245,174,127,2.4745,0.2,chris_brianik,matt_brianik,10/30/16,R31-Br-1,63,bridle shiner,Notropis bifrenatus,-,-,0.1,0.0221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
